17175.4,
15380.3,
14240.9,
14630.0,
16020.3,
17633.8,
17764.3,
20208.9,
19778.5,
19960.1,
18768.4,
17147.1,
16336.0,
15834.0,
17862.2,
18055.4,
16283.5,
21096.0,
20799.2,
20678.0,
20351.2,
19066.0,
17585.6,
16798.0,
17140.7,
17709.0,
18068.3,
12947.4,
22722.6,
21597.3,
21678.5,
20657.5,
19716.1,
18056.0,
17180.5,
17348.5,
17871.3,
17371.7,
13685.8,
22672.1,
22567.8,
21971.8,
20655.4,
20259.0,
18693.0,
17663.9,
17771.4,
17951.6,
16745.9,
12909.4,
22641.3,
22649.4,
22051.0,
21118.7,
20393.8,
19392.7,
18624.8,
18463.6,
18110.4,
15528.2,
14218.9,
16913.4,
22508.0,
21911.9,
21239.7,
20518.5,
19772.2,
19414.0,
19403.4,
16564.5,
16949.4,
16899.7,
18301.8,
22714.9,
22058.9,
21132.9,
20737.5,
19954.1,
19714.4,
19910.5,
17734.5,
17808.0,
17677.8,
19444.8,
21132.9,
22471.6,
22331.8,
22397.0,
19353.4,
20355.2,
20260.9,
19316.4,
16510.8,
18305.8,
19575.6,
19644.9,
22157.1,
22728.6,
22619.3,
22188.8,
21236.4,
20683.8,
19734.9,
17041.2,
18249.9,
18348.9,
17770.5,
19536.5,
22834.2,
22928.5,
22581.5,
21600.8,
21259.9,
19461.2,
20511.7,
22586.2,
17499.0,
19612.0,
19047.1,
22603.0,
23084.9,
22770.9,
21987.7,
3130.75,
21873.9,
22057.8,
22355.3,
16312.8,
17601.5,
15298.2,
13023.1,
23179.8,
23016.8,
22742.8,
22292.5,
22311.2,
22689.2,
22595.1,
18963.8,
20420.7,
18019.2,
16635.5,
21979.9,
23272.7,
23185.5,
22893.2,
22706.6,
22959.2,
23035.6,
19359.4,
19896.8,
20438.9,
19783.6,
24659.9,
23556.9,
23460.3,
23528.9,
22775.9,
23118.2,
23215.7,
19192.1,
20278.2,
20976.6,
20969.0,
24694.5,
23867.7,
23838.7,
23774.9,
22740.1,
23169.2,
23468.6,
18522.6,
18385.1,
20933.1,
22260.4,
25050.5,
24303.5,
24370.3,
24643.7,
22924.6,
23444.2,
23781.9,
18496.6,
16083.9,
18215.6,
24275.2,
25258.7,
24871.7,
24870.1,
25180.9,
23472.2,
24305.9,
24049.4,
16426.6,
18092.7,
18890.6,
23944.5,
25462.8,
25389.7,
25330.6,
25266.0,
24009.2,
24574.3,
24475.8,
17373.9,
19538.9,
20491.3,
21813.6,
25617.0,
25612.4,
25549.5,
25524.8,
24917.1,
24892.8,
24854.0,
